TICKER,STATPERS,PRICE,EBS,FVYRGRO_EBS,FVYSTA_EBS,EPS,FVYRGRO_EPS,FVYSTA_EPS,DPS,FVYRGRO_DPS,FVYSTA_DPS,ROA,FVYRGRO_ROA,FVYSTA_ROA,ROE,FVYRGRO_ROE,FVYSTA_ROE,NAV,FVYRGRO_NAV,FVYSTA_NAV,GRM,FVYRGRO_GRM,FVYSTA_GRM
CRMN,2016-03-17,72.73,1.77,19.81,,0.75,19.81,,0.0,19.81,,4.32,19.81,,11.29,19.81,,5002.869,19.81,,77.44,19.81,
CRMN,2016-04-14,75.95,1.77,19.81,,0.75,19.81,,0.0,19.81,,4.32,19.81,,11.29,19.81,,5002.869,19.81,,77.44,19.81,
CRMN,2016-05-19,77.87,1.77,19.81,,0.75,19.81,,0.0,19.81,,4.32,19.81,,11.29,19.81,,5002.869,19.81,,77.44,19.81,
CRMN,2016-06-16,81.99,1.77,22.3,,0.75,22.3,,0.0,22.3,,4.32,22.3,,11.29,22.3,,5002.869,22.3,,77.44,22.3,
CRMN,2016-07-14,81.33,1.77,22.3,,0.75,22.3,,0.0,22.3,,4.32,22.3,,11.29,22.3,,5002.869,22.3,,77.44,22.3,
CRMN,2016-08-18,76.32,1.77,22.3,,0.75,22.3,,0.0,22.3,,4.32,22.3,,11.29,22.3,,5002.869,22.3,,77.44,22.3,
CRMN,2016-09-15,73.82,1.77,23.39,,0.75,23.39,,0.0,23.39,,4.32,23.39,,11.29,23.39,,5002.869,23.39,,77.44,23.39,
CRMN,2016-10-20,72.82,1.77,23.39,,0.75,23.39,,0.0,23.39,,4.32,23.39,,11.29,23.39,,5002.869,23.39,,77.44,23.39,
CRMN,2016-11-17,73.31,1.77,23.39,,0.75,23.39,,0.0,23.39,,4.32,23.39,,11.29,23.39,,5002.869,23.39,,77.44,23.39,
CRMN,2016-12-15,71.33,1.77,24.18,,0.75,24.18,,0.0,24.18,,4.32,24.18,,11.29,24.18,,5002.869,24.18,,77.44,24.18,
CRMN,2017-01-19,75.78,1.77,24.18,,0.75,24.18,,0.0,24.18,,4.32,24.18,,11.29,24.18,,5002.869,24.18,,77.44,24.18,
CRMN,2017-02-16,81.67,1.77,24.18,,0.75,24.18,,0.0,24.18,,4.32,24.18,,11.29,24.18,,5002.869,24.18,,77.44,24.18,
CRMN,2017-03-16,83.48,,,,1.01,26.13,,0.0,26.13,,4.65,26.13,,11.28,26.13,,7500.127,26.13,,76.18,26.13,
CRMN,2017-04-20,83.5,,,,1.01,26.13,,0.0,26.13,,4.65,26.13,,11.28,26.13,,7500.127,26.13,,76.18,26.13,
CRMN,2017-05-18,87.84,2.49,26.13,,1.01,26.13,,0.0,26.13,,4.65,26.13,,11.28,26.13,,7500.127,26.13,,76.18,26.13,
CRMN,2017-06-15,87.17,2.49,29.03,,1.01,29.03,,0.0,29.03,,4.65,29.03,,11.28,29.03,,7500.127,29.03,,76.18,29.03,
CRMN,2017-07-20,89.56,2.49,29.03,,1.01,29.03,,0.0,29.03,,4.65,29.03,,11.28,29.03,,7500.127,29.03,,76.18,29.03,
CRMN,2017-08-17,92.24,2.49,29.03,,1.01,29.03,,0.0,29.03,,4.65,29.03,,11.28,29.03,,7500.127,29.03,,76.18,29.03,
CRMN,2017-09-14,95.61,2.49,31.35,,1.01,31.35,,0.0,31.35,,4.65,31.35,,11.28,31.35,,7500.127,31.35,,76.18,31.35,
CRMN,2017-10-19,96.44,2.49,31.35,,1.01,31.35,,0.0,31.35,,4.65,31.35,,11.28,31.35,,7500.127,31.35,,76.18,31.35,
CRMN,2017-11-16,105.43,2.49,31.35,,1.01,31.35,,0.0,31.35,,4.65,31.35,,11.28,31.35,,7500.127,31.35,,76.18,31.35,
CRMN,2017-12-14,103.94,2.49,34.95,,1.01,34.95,,0.0,34.95,,4.65,34.95,,11.28,34.95,,7500.127,34.95,,76.18,34.95,
CRMN,2018-01-18,110.04,2.49,34.95,,1.01,34.95,,0.0,34.95,,4.65,34.95,,11.28,34.95,,7500.127,34.95,,76.18,34.95,
CRMN,2018-02-15,109.02,2.49,34.95,,1.01,34.95,,0.0,34.95,,4.65,34.95,,11.28,34.95,,7500.127,34.95,,76.18,34.95,
CRMN,2018-03-15,127.99,2.7,35.06,,1.35,35.06,,0.0,35.06,,5.14,35.06,,11.74,35.06,,9388.496,35.06,,76.35,35.06,
CRMN,2018-04-19,124.46,2.7,35.06,,1.35,35.06,,0.0,35.06,,5.14,35.06,,11.74,35.06,,9388.496,35.06,,76.35,35.06,
CRMN,2018-05-17,128.77,2.7,35.06,,1.35,35.06,,0.0,35.06,,5.14,35.06,,11.74,35.06,,9388.496,35.06,,76.35,35.06,
CRMN,2018-06-14,136.5,2.7,43.0,,1.35,43.0,,0.0,43.0,,5.14,43.0,,11.74,43.0,,9388.496,43.0,,76.35,43.0,
CRMN,2018-07-19,147.84,2.7,43.0,,1.35,43.0,,0.0,43.0,,5.14,43.0,,11.74,43.0,,9388.496,43.0,,76.35,43.0,
CRMN,2018-08-16,145.04,2.7,43.0,,1.35,43.0,,0.0,43.0,,5.14,43.0,,11.74,43.0,,9388.496,43.0,,76.35,43.0,
CRMN,2018-09-20,152.9,2.7,45.41,,1.35,45.41,,0.0,45.41,,5.14,45.41,,11.74,45.41,,9388.496,45.41,,76.35,45.41,
CRMN,2018-10-18,147.01,2.7,45.41,,1.35,45.41,,0.0,45.41,,5.14,45.41,,11.74,45.41,,9388.496,45.41,,76.35,45.41,
CRMN,2018-11-15,129.35,2.7,45.41,,1.35,45.41,,0.0,45.41,,5.14,45.41,,11.74,45.41,,9388.496,45.41,,76.35,45.41,
CRMN,2018-12-20,131.16,2.7,46.78,,1.35,46.78,,0.0,46.78,,5.14,46.78,,11.74,46.78,,9388.496,46.78,,76.35,46.78,
CRMN,2019-01-17,148.54,2.7,46.78,,1.35,46.78,,0.0,46.78,,5.14,46.78,,11.74,46.78,,9388.496,46.78,,76.35,46.78,
CRMN,2019-02-14,160.4,2.7,46.78,,1.35,46.78,,0.0,46.78,,5.14,46.78,,11.74,46.78,,9388.496,46.78,,76.35,46.78,
CRMN,2019-03-14,159.81,3.59,47.75,,2.75,47.75,,0.0,47.75,,8.24,47.75,,17.07,47.75,,15605.0,47.75,,76.85,47.75,
CRMN,2019-04-18,155.34,3.59,47.75,,2.75,47.75,,0.0,47.75,,8.24,47.75,,17.07,47.75,,15605.0,47.75,,76.85,47.75,
CRMN,2019-05-16,155.06,3.59,47.75,,2.75,47.75,,0.0,47.75,,8.24,47.75,,17.07,47.75,,15605.0,47.75,,76.85,47.75,
CRMN,2019-06-20,154.14,3.59,47.2,,2.75,47.2,,0.0,47.2,,8.24,47.2,,17.07,47.2,,15605.0,47.2,,76.85,47.2,
CRMN,2019-07-18,158.24,3.59,47.2,,2.75,47.2,,0.0,47.2,,8.24,47.2,,17.07,47.2,,15605.0,47.2,,76.85,47.2,
CRMN,2019-08-15,139.72,,,,2.75,47.2,,0.0,47.2,,8.24,47.2,,17.07,47.2,,15605.0,47.2,,76.85,47.2,
CRMN,2019-09-19,152.77,3.59,45.87,,2.75,45.87,,0.0,45.87,,8.24,45.87,,17.07,45.87,,15605.0,45.87,,76.85,45.87,
CRMN,2019-10-17,146.97,3.59,45.87,,2.75,45.87,,0.0,45.87,,8.24,45.87,,17.07,45.87,,15605.0,45.87,,76.85,45.87,
CRMN,2019-11-14,162.6,3.59,45.87,,2.75,45.87,,0.0,45.87,,8.24,45.87,,17.07,45.87,,15605.0,45.87,,76.85,45.87,
CRMN,2019-12-19,161.48,3.59,45.54,,2.75,45.54,,0.0,45.54,,8.24,45.54,,17.07,45.54,,15605.0,45.54,,76.85,45.54,
CRMN,2020-01-16,181.06,3.59,45.54,,2.75,45.54,,0.0,45.54,,8.24,45.54,,17.07,45.54,,15605.0,45.54,,76.85,45.54,
CRMN,2020-02-20,192.87,3.59,45.54,,2.75,45.54,,0.0,45.54,,8.24,45.54,,17.07,45.54,,15605.0,45.54,,76.85,45.54,
CRMN,2020-03-19,132.24,5.889,43.56,,2.99,43.56,,0.0,43.56,,5.929,43.56,,10.279,43.56,,33885.0,43.56,,79.0,43.56,
CRMN,2020-04-16,155.63,5.889,43.56,,2.99,43.56,,0.0,43.56,,5.929,43.56,,10.279,43.56,,33885.0,43.56,,79.0,43.56,
CRMN,2020-05-14,169.64,5.889,43.56,,2.99,43.56,,0.0,43.56,,5.929,43.56,,10.279,43.56,,33885.0,43.56,,79.0,43.56,
CRMN,2020-06-18,181.4,5.889,40.89,,2.99,40.89,,0.0,40.89,,5.929,40.89,,10.279,40.89,,33885.0,40.89,,79.0,40.89,
CRMN,2020-07-16,188.09,5.889,40.89,,2.99,40.89,,0.0,40.89,,5.929,40.89,,10.279,40.89,,33885.0,40.89,,79.0,40.89,
CRMN,2020-08-20,205.11,5.889,40.89,,2.99,40.89,,0.0,40.89,,5.929,40.89,,10.279,40.89,,33885.0,40.89,,79.0,40.89,
CRMN,2020-09-17,250.6,5.889,43.45,,2.99,43.45,,0.0,43.45,,5.929,43.45,,10.279,43.45,,33885.0,43.45,,79.0,43.45,
CRMN,2020-10-15,261.83,5.889,43.45,,2.99,43.45,,0.0,43.45,,5.929,43.45,,10.279,43.45,,33885.0,43.45,,79.0,43.45,
CRMN,2020-11-19,257.16,5.889,43.45,,2.99,43.45,,0.0,43.45,,5.929,43.45,,10.279,43.45,,33885.0,43.45,,79.0,43.45,
CRMN,2020-12-17,223.62,5.889,47.26,,2.99,47.26,,0.0,47.26,,5.929,47.26,,10.279,47.26,,33885.0,47.26,,79.0,47.26,
CRMN,2021-01-14,218.18,5.889,47.26,,2.99,47.26,,0.0,47.26,,5.929,47.26,,10.279,47.26,,33885.0,47.26,,79.0,47.26,
CRMN,2021-02-18,247.66,5.889,47.26,,2.99,47.26,,0.0,47.26,,5.929,47.26,,10.279,47.26,,33885.0,47.26,,79.0,47.26,
CRMN,2021-03-18,213.12,5.9,46.34,,4.92,46.34,,0.0,46.34,,7.54,46.34,,12.15,46.34,,41493.0,46.34,,78.66,46.34,
CRMN,2021-04-15,228.02,5.9,46.34,,4.92,46.34,,0.0,46.34,,7.54,46.34,,12.15,46.34,,41493.0,46.34,,78.66,46.34,
CRMN,2021-05-20,221.34,5.9,46.34,,4.92,46.34,,0.0,46.34,,7.54,46.34,,12.15,46.34,,41493.0,46.34,,78.66,46.34,
CRMN,2021-06-17,242.39,5.9,44.53,,4.92,44.53,,0.0,44.53,,7.54,44.53,,12.15,44.53,,41493.0,44.53,,78.66,44.53,
CRMN,2021-07-15,242.43,5.9,44.53,,4.92,44.53,,0.0,44.53,,7.54,44.53,,12.15,44.53,,41493.0,44.53,,78.66,44.53,
CRMN,2021-08-19,251.22,5.9,44.53,,4.92,44.53,,0.0,44.53,,7.54,44.53,,12.15,44.53,,41493.0,44.53,,78.66,44.53,
CRMN,2021-09-16,256.16,5.9,44.78,,4.92,44.78,,0.0,44.78,,7.54,44.78,,12.15,44.78,,41493.0,44.78,,78.66,44.78,
CRMN,2021-10-14,284.41,5.9,44.78,,4.92,44.78,,0.0,44.78,,7.54,44.78,,12.15,44.78,,41493.0,44.78,,78.66,44.78,
CRMN,2021-11-18,308.02,5.9,44.78,,4.92,44.78,,0.0,44.78,,7.54,44.78,,12.15,44.78,,41493.0,44.78,,78.66,44.78,
CRMN,2021-12-16,260.04,5.9,42.54,,4.92,42.54,,0.0,42.54,,7.54,42.54,,12.15,42.54,,41493.0,42.54,,78.66,42.54,
CRMN,2022-01-20,226.27,5.9,42.54,,4.92,42.54,,0.0,42.54,,7.54,42.54,,12.15,42.54,,41493.0,42.54,,78.66,42.54,
CRMN,2022-02-17,211.74,5.9,42.54,,4.92,42.54,,0.0,42.54,,7.54,42.54,,12.15,42.54,,41493.0,42.54,,78.66,42.54,
CRMN,2022-03-17,205.57,8.47,36.16,,4.78,36.16,,0.0,36.16,,5.77,36.16,,9.35,36.16,,58131.0,36.16,,78.32,36.16,
CRMN,2022-04-14,195.72,8.47,36.16,,4.78,36.16,,0.0,36.16,,5.77,36.16,,9.35,36.16,,58131.0,36.16,,78.32,36.16,
CRMN,2022-05-19,157.33,8.47,36.16,,4.78,36.16,,0.0,36.16,,5.77,36.16,,9.35,36.16,,58131.0,36.16,,78.32,36.16,
CRMN,2022-06-16,168.55,8.47,31.41,,4.78,31.41,,0.0,31.41,,5.77,31.41,,9.35,31.41,,58131.0,31.41,,78.32,31.41,
CRMN,2022-07-14,163.49,8.47,31.41,,4.78,31.41,,0.0,31.41,,5.77,31.41,,9.35,31.41,,58131.0,31.41,,78.32,31.41,
CRMN,2022-08-18,187.96,8.47,45.87,,4.78,45.87,,0.0,45.87,,5.77,45.87,,9.35,45.87,,58131.0,45.87,,78.32,45.87,
CRMN,2022-09-15,160.28,8.47,27.29,,4.78,27.29,,0.0,27.29,,5.77,27.29,,9.35,27.29,,58131.0,27.29,,78.32,27.29,
CRMN,2022-10-20,153.67,8.47,27.29,,4.78,27.29,,0.0,27.29,,5.77,27.29,,9.35,27.29,,58131.0,27.29,,78.32,27.29,
CRMN,2022-11-17,155.12,8.47,27.29,,4.78,27.29,,0.0,27.29,,5.77,27.29,,9.35,27.29,,58131.0,27.29,,78.32,27.29,
CRMN,2022-12-15,134.75,8.47,26.66,,4.78,26.66,,0.0,26.66,,5.77,26.66,,9.35,26.66,,58131.0,26.66,,78.32,26.66,
CRMN,2023-01-19,145.45,8.47,26.66,,4.78,26.66,,0.0,26.66,,5.77,26.66,,9.35,26.66,,58131.0,26.66,,78.32,26.66,
CRMN,2023-02-16,171.1,8.47,26.66,,4.78,26.66,,0.0,26.66,,5.77,26.66,,9.35,26.66,,58131.0,26.66,,78.32,26.66,
CRMN,2023-03-16,182.91,10.89,24.97,,5.24,24.97,,0.0,24.97,,5.379,24.97,,8.669,24.97,,58359.0,24.97,,78.23,24.97,
CRMN,2023-04-20,198.92,10.89,24.97,,5.24,24.97,,0.0,24.97,,5.379,24.97,,8.669,24.97,,58359.0,24.97,,78.23,24.97,
CRMN,2023-05-18,209.38,10.89,24.97,,5.24,24.97,,0.0,24.97,,5.379,24.97,,8.669,24.97,,58359.0,24.97,,78.23,24.97,
CRMN,2023-06-15,209.4,10.89,20.45,,5.24,20.45,,0.0,20.45,,5.379,20.45,,8.669,20.45,,58359.0,20.45,,78.23,20.45,
CRMN,2023-07-20,234.37,10.89,20.45,,5.24,20.45,,0.0,20.45,,5.379,20.45,,8.669,20.45,,58359.0,20.45,,78.23,20.45,
CRMN,2023-08-17,206.99,10.89,20.45,,5.24,20.45,,0.0,20.45,,5.379,20.45,,8.669,20.45,,58359.0,20.45,,78.23,20.45,
CRMN,2023-09-14,218.8,10.89,21.88,,5.24,21.88,,0.0,21.88,,5.379,21.88,,8.669,21.88,,58359.0,21.88,,78.23,21.88,
CRMN,2023-10-19,204.83,10.89,23.24,,5.24,23.24,,0.0,23.24,,5.379,23.24,,8.669,23.24,,58359.0,23.24,,78.23,23.24,
CRMN,2023-11-16,219.42,10.89,23.24,,5.24,23.24,,0.0,23.24,,5.379,23.24,,8.669,23.24,,58359.0,23.24,,78.23,23.24,
CRMN,2023-12-14,257.32,10.89,24.01,,5.24,24.01,,0.0,24.01,,5.379,24.01,,8.669,24.01,,58359.0,24.01,,78.23,24.01,
CRMN,2024-01-18,271.44,10.89,24.01,,5.24,24.01,,0.0,24.01,,5.379,24.01,,8.669,24.01,,58359.0,24.01,,78.23,24.01,
CRMN,2024-02-15,289.15,10.89,24.01,,5.24,24.01,,0.0,24.01,,5.379,24.01,,8.669,24.01,,58359.0,24.01,,78.23,24.01,
CRMN,2024-03-14,304.68,14.83,23.39,,8.22,23.39,,0.0,23.39,,8.14,23.39,,13.71,23.39,,59646.0,23.39,,86.32,23.39,
CRMN,2024-04-18,276.32,14.83,23.39,,8.22,23.39,,0.0,23.39,,8.14,23.39,,13.71,23.39,,59646.0,23.39,,86.32,23.39,
CRMN,2024-05-16,287.54,14.83,23.39,,8.22,23.39,,0.0,23.39,,8.14,23.39,,13.71,23.39,,59646.0,23.39,,86.32,23.39,
CRMN,2024-06-20,231.81,14.83,24.31,,8.22,24.31,,0.0,24.31,,8.14,24.31,,13.71,24.31,,59646.0,24.31,,86.32,24.31,
CRMN,2024-07-18,251.22,14.83,24.31,,8.22,24.31,,0.0,24.31,,8.14,24.31,,13.71,24.31,,59646.0,24.31,,86.32,24.31,
CRMN,2024-08-15,255.32,14.83,24.31,,8.22,24.31,,0.0,24.31,,8.14,24.31,,13.71,24.31,,59646.0,24.31,,86.32,24.31,
CRMN,2024-09-19,252.43,14.83,26.78,,8.22,26.78,,0.0,26.78,,8.14,26.78,,13.71,26.78,,59646.0,26.78,,86.32,26.78,
CRMN,2024-10-17,290.86,14.83,26.78,,8.22,26.78,,0.0,26.78,,8.14,26.78,,13.71,26.78,,59646.0,26.78,,86.32,26.78,
CRMN,2024-11-14,341.72,14.83,26.78,,8.22,26.78,,0.0,26.78,,8.14,26.78,,13.71,26.78,,59646.0,26.78,,86.32,26.78,
CRMN,2024-12-19,337.23,14.83,25.74,,8.22,25.74,,0.0,25.74,,8.14,25.74,,13.71,25.74,,59646.0,25.74,,86.32,25.74,
CRMN,2025-01-16,321.16,14.83,25.74,,8.22,25.74,,0.0,25.74,,8.14,25.74,,13.71,25.74,,59646.0,25.74,,86.32,25.74,
CRMN,2025-02-20,324.53,14.83,25.74,,8.22,25.74,,0.0,25.74,,8.14,25.74,,13.71,25.74,,59646.0,25.74,,86.32,25.74,
CRMN,2025-03-20,279.39,,25.7,,10.2,25.7,,,25.7,,9.8,25.7,,16.44,25.7,,61173.0,25.7,,80.538,25.7,
CRMN,2025-04-17,249.84,,25.7,,10.2,25.7,,,25.7,,9.8,25.7,,16.44,25.7,,61173.0,25.7,,80.538,25.7,
CSCO,2008-07-17,21.1,1.89,21.89,,1.34,21.89,,,21.89,,15.7,21.89,,26.6,21.89,,31480.0,21.89,,64.37,21.89,
CSCO,2008-08-14,24.31,,21.14,,1.56,21.14,,,21.14,,16.32,21.14,,27.9,21.14,,34353.0,21.14,,70.04,21.14,
CSCO,2008-09-18,21.8,,21.14,,1.56,21.14,,,21.14,,16.32,21.14,,27.9,21.14,,34353.0,21.14,,70.04,21.14,
CSCO,2008-10-16,16.57,,21.14,,1.56,21.14,,,21.14,,16.32,21.14,,27.9,21.14,,34353.0,21.14,,70.04,21.14,
CSCO,2008-11-20,15.08,,20.08,,1.56,20.08,,,20.08,,16.32,20.08,,27.9,20.08,,34353.0,20.08,,70.04,20.08,
CSCO,2008-12-18,16.84,,20.08,,1.56,20.08,,,20.08,,16.32,20.08,,27.9,20.08,,34353.0,20.08,,70.04,20.08,
CSCO,2009-01-15,15.74,,20.08,,1.56,20.08,,,20.08,,16.32,20.08,,27.9,20.08,,34353.0,20.08,,70.04,20.08,
CSCO,2009-02-19,15.37,,17.58,,1.56,17.58,,,17.58,,16.32,17.58,,27.9,17.58,,34353.0,17.58,,70.04,17.58,
CSCO,2009-03-19,16.5,,,,1.56,17.58,,,17.58,,16.32,17.58,,27.9,17.58,,34353.0,17.58,,70.04,17.58,
CSCO,2009-04-16,17.56,,,,1.56,17.58,,,17.58,,16.32,17.58,,27.9,17.58,,34353.0,17.58,,70.04,17.58,
CSCO,2009-05-14,18.05,,14.74,,1.56,14.74,,,14.74,,16.32,14.74,,27.9,14.74,,34353.0,14.74,,70.04,14.74,
CSCO,2009-06-18,19.2,,,,1.56,14.74,,,14.74,,16.32,14.74,,27.9,14.74,,34353.0,14.74,,70.04,14.74,
CSCO,2009-07-16,19.81,,,,1.56,14.74,,,14.74,,16.32,14.74,,27.9,14.74,,34353.0,14.74,,70.04,14.74,
CSCO,2009-08-20,21.24,,,,1.35,12.21,,0.0,12.21,,11.68,12.21,,20.59,12.21,,38647.0,12.21,,65.03,12.21,
CSCO,2009-09-17,23.36,,,,1.35,12.21,,0.0,12.21,,11.68,12.21,,20.59,12.21,,38647.0,12.21,,65.03,12.21,
CSCO,2009-10-15,24.38,,,,1.35,12.21,,0.0,12.21,,11.68,12.21,,20.59,12.21,,38647.0,12.21,,65.03,12.21,
CSCO,2009-11-19,24.0,,,,1.35,10.94,,0.0,10.94,,11.68,10.94,,20.59,10.94,,38647.0,10.94,,65.03,10.94,
CSCO,2009-12-17,23.45,,,,1.35,10.94,,0.0,10.94,,11.68,10.94,,20.59,10.94,,38647.0,10.94,,65.03,10.94,
CSCO,2010-01-14,24.64,,,,1.35,10.94,,0.0,10.94,,11.68,10.94,,20.59,10.94,,38647.0,10.94,,65.03,10.94,
CSCO,2010-02-18,24.07,,,,1.35,9.98,,0.0,9.98,,11.68,9.98,,20.59,9.98,,38647.0,9.98,,65.03,9.98,
CSCO,2010-03-18,26.26,,,,1.35,9.98,,0.0,9.98,,11.68,9.98,,20.59,9.98,,38647.0,9.98,,65.03,9.98,
CSCO,2010-04-15,26.88,,,,1.35,9.98,,0.0,9.98,,11.68,9.98,,20.59,9.98,,38647.0,9.98,,65.03,9.98,
CSCO,2010-05-20,24.26,,,,1.35,9.23,,0.0,9.23,,11.68,9.23,,20.59,9.23,,38647.0,9.23,,65.03,9.23,
CSCO,2010-06-17,23.29,,,,1.35,9.23,,0.0,9.23,,11.68,9.23,,20.59,9.23,,38647.0,9.23,,65.03,9.23,
CSCO,2010-07-15,23.74,,,,1.35,9.23,,0.0,9.23,,11.68,9.23,,20.59,9.23,,38647.0,9.23,,65.03,9.23,
CSCO,2010-08-19,22.41,,,,1.61,8.53,,0.0,8.53,,12.647,8.53,,22.753,8.53,,44285.0,8.53,,64.6,8.53,
CSCO,2010-09-16,21.59,,,,1.61,8.53,,0.0,8.53,,12.647,8.53,,22.753,8.53,,44285.0,8.53,,64.6,8.53,
CSCO,2010-10-14,23.18,,,,1.61,8.53,,0.0,8.53,,12.647,8.53,,22.753,8.53,,44285.0,8.53,,64.6,8.53,
CSCO,2010-11-18,19.4,,,,1.61,7.86,,0.0,7.86,,12.647,7.86,,22.753,7.86,,44285.0,7.86,,64.6,7.86,
CSCO,2010-12-16,19.47,,,,1.61,7.86,,0.0,7.86,,12.647,7.86,,22.753,7.86,,44285.0,7.86,,64.6,7.86,
CSCO,2011-01-20,20.82,,,,1.61,7.86,,0.0,7.86,,12.647,7.86,,22.753,7.86,,44285.0,7.86,,64.6,7.86,
CSCO,2011-02-17,18.58,,,,1.61,6.21,,0.0,6.21,,12.647,6.21,,22.753,6.21,,44285.0,6.21,,64.6,6.21,
CSCO,2011-03-17,17.05,,,,1.61,6.21,,0.0,6.21,,12.647,6.21,,22.753,6.21,,44285.0,6.21,,64.6,6.21,
CSCO,2011-04-14,17.25,,,,1.61,6.21,,0.0,6.21,,12.647,6.21,,22.753,6.21,,44285.0,6.21,,64.6,6.21,
CSCO,2011-05-19,16.65,,,,1.61,5.3,,0.0,5.3,,12.647,5.3,,22.753,5.3,,44285.0,5.3,,64.6,5.3,
CSCO,2011-06-16,14.84,,,,1.61,5.3,,0.0,5.3,,12.647,5.3,,22.753,5.3,,44285.0,5.3,,64.6,5.3,
CSCO,2011-07-14,15.57,,,,1.61,5.3,,0.0,5.3,,12.647,5.3,,22.753,5.3,,44285.0,5.3,,64.6,5.3,
CSCO,2011-08-18,15.85,,,,1.62,4.52,,0.12,4.52,,10.74,4.52,,19.73,4.52,,47259.0,4.52,,63.31,4.52,
CSCO,2011-09-15,16.33,,,,1.62,4.52,,0.12,4.52,,10.74,4.52,,19.73,4.52,,47259.0,4.52,,63.31,4.52,
CSCO,2011-10-20,17.16,,,,1.62,4.52,,0.12,4.52,,10.74,4.52,,19.73,4.52,,47259.0,4.52,,63.31,4.52,
CSCO,2011-11-17,18.8,,,,1.62,4.17,,0.12,4.17,,10.74,4.17,,19.73,4.17,,47259.0,4.17,,63.31,4.17,
CSCO,2011-12-15,17.98,,,,1.62,4.17,,0.12,4.17,,10.74,4.17,,19.73,4.17,,47259.0,4.17,,63.31,4.17,
CSCO,2012-01-19,19.54,,,,1.62,4.17,,0.12,4.17,,10.74,4.17,,19.73,4.17,,47259.0,4.17,,63.31,4.17,
CSCO,2012-02-16,19.91,,,,1.62,4.29,,0.12,4.29,,10.74,4.29,,19.73,4.29,,47259.0,4.29,,63.31,4.29,
CSCO,2012-03-15,20.19,,,,1.62,4.29,,0.12,4.29,,10.74,4.29,,19.73,4.29,,47259.0,4.29,,63.31,4.29,
CSCO,2012-04-19,20.06,,,,1.62,4.29,,0.12,4.29,,10.74,4.29,,19.73,4.29,,47259.0,4.29,,63.31,4.29,
CSCO,2012-05-17,16.69,,,,1.62,4.68,,0.12,4.68,,10.74,4.68,,19.73,4.68,,47259.0,4.68,,63.31,4.68,
CSCO,2012-06-14,16.66,,,,1.62,4.68,,0.12,4.68,,10.74,4.68,,19.73,4.68,,47259.0,4.68,,63.31,4.68,
CSCO,2012-07-19,16.7,,,,1.62,4.68,,0.12,4.68,,10.74,4.68,,19.73,4.68,,47259.0,4.68,,63.31,4.68,
CSCO,2012-08-16,17.35,,,,1.85,4.68,,0.28,4.68,,11.2,4.68,,20.33,4.68,,51301.0,4.68,,62.45,4.68,
CSCO,2012-09-20,19.12,,,,1.85,4.93,,0.28,4.93,,11.2,4.93,,20.33,4.93,,51301.0,4.93,,62.45,4.93,
CSCO,2012-10-18,18.7,,,,1.85,4.93,,0.28,4.93,,11.2,4.93,,20.33,4.93,,51301.0,4.93,,62.45,4.93,
CSCO,2012-11-15,17.66,,,,1.85,4.93,,0.28,4.93,,11.2,4.93,,20.33,4.93,,51301.0,4.93,,62.45,4.93,
CSCO,2012-12-20,20.27,,,,1.85,5.47,,0.28,5.47,,11.2,5.47,,20.33,5.47,,51301.0,5.47,,62.45,5.47,
CSCO,2013-01-17,21.03,,,,1.85,5.47,,0.28,5.47,,11.2,5.47,,20.33,5.47,,51301.0,5.47,,62.45,5.47,
CSCO,2013-02-14,21.14,,,,1.85,5.47,,0.28,5.47,,11.2,5.47,,20.33,5.47,,51301.0,5.47,,62.45,5.47,
CSCO,2013-03-14,21.58,,,,1.85,6.82,,0.28,6.82,,11.2,6.82,,20.33,6.82,,51301.0,6.82,,62.45,6.82,
CSCO,2013-04-18,20.63,,,,1.85,6.82,,0.28,6.82,,11.2,6.82,,20.33,6.82,,51301.0,6.82,,62.45,6.82,
CSCO,2013-05-16,21.21,,,,1.85,6.82,,0.28,6.82,,11.2,6.82,,20.33,6.82,,51301.0,6.82,,62.45,6.82,
CSCO,2013-06-20,24.68,,,,1.85,7.74,,0.28,7.74,,11.2,7.74,,20.33,7.74,,51301.0,7.74,,62.45,7.74,
CSCO,2013-07-18,25.72,,,,1.85,7.74,,0.28,7.74,,11.2,7.74,,20.33,7.74,,51301.0,7.74,,62.45,7.74,
CSCO,2013-08-15,26.38,,,,2.02,7.74,,0.62,7.74,,11.26,7.74,,19.68,7.74,,59128.0,7.74,,62.54,7.74,
CSCO,2013-09-19,24.8,,,,2.02,8.61,,0.62,8.61,,11.26,8.61,,19.68,8.61,,59128.0,8.61,,62.54,8.61,
CSCO,2013-10-17,23.0,,,,2.02,8.61,,0.62,8.61,,11.26,8.61,,19.68,8.61,,59128.0,8.61,,62.54,8.61,
CSCO,2013-11-14,24.0,,,,2.02,8.61,,0.62,8.61,,11.26,8.61,,19.68,8.61,,59128.0,8.61,,62.54,8.61,
CSCO,2013-12-19,21.0,,,,2.02,9.74,,0.62,9.74,,11.26,9.74,,19.68,9.74,,59128.0,9.74,,62.54,9.74,
CSCO,2014-01-16,22.78,,,,2.02,9.74,,0.62,9.74,,11.26,9.74,,19.68,9.74,,59128.0,9.74,,62.54,9.74,
CSCO,2014-02-20,22.28,,,,2.02,10.33,,0.62,10.33,,11.26,10.33,,19.68,10.33,,59128.0,10.33,,62.54,10.33,
